Taxa,ID,Meds,Magnitude,Cohort,Group,P value,Influence
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__,g__Clostridium2,Vancomycin,-1.72682389,GVHD,Multiple drug analysis,0.004201982,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Vancomycin,-0.083488559,GVHD,Multiple drug analysis,0.045921125,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__,g__SMB53,Vancomycin,-0.118129619,GVHD,Multiple drug analysis,3.83E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__,f__Lachnospiraceae2,Vancomycin,-0.841903485,GVHD,Multiple drug analysis,0.003896039,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__,f__Lachnospiraceae1,Vancomycin,-1.34680176,GVHD,Multiple drug analysis,0.006682337,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Vancomycin,-0.860300682,GVHD,Multiple drug analysis,0.011696839,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__,g__Dorea,Vancomycin,-0.284867397,GVHD,Multiple drug analysis,0.000574085,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Vancomycin,-0.259775906,GVHD,Multiple drug analysis,0.002058881,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__faecis,R. faecis,Vancomycin,-1.057316314,GVHD,Multiple drug analysis,0.002206622,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Vancomycin,-1.356652065,GVHD,Multiple drug analysis,0.000846069,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii,F. prausnitzii,Vancomycin,-1.719573655,GVHD,Multiple drug analysis,0.015335739,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Vancomycin,-0.586208457,GVHD,Multiple drug analysis,0.00197793,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Vancomycin,-1.695470351,GVHD,Multiple drug analysis,3.84E-06,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Vancomycin,-0.645296744,GVHD,Multiple drug analysis,5.92E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Vancomycin,-0.867505682,GVHD,Multiple drug analysis,0.000661828,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Vancomycin,-0.157452443,GVHD,Multiple drug analysis,0.004891985,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__,g__Phascolarctobacterium,Vancomycin,0.013876905,GVHD,Multiple drug analysis,0.034449333,Promotion
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Linezolid,2.261789189,GVHD,Multiple drug analysis,0.049749504,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__longum,B. longum,Linezolid,1.091483177,GVHD,Multiple drug analysis,0.009775987,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Linezolid,0.550236009,GVHD,Multiple drug analysis,0.00205135,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Linezolid,9.39177705,GVHD,Multiple drug analysis,0.000199938,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Linezolid,6.411145019,GVHD,Multiple drug analysis,0.006920933,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Linezolid,-0.01997708,GVHD,Multiple drug analysis,0.036509351,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__symbiosum,C. symbiosum,Linezolid,-0.32365196,GVHD,Multiple drug analysis,0.003247471,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Linezolid,3.901672198,GVHD,Multiple drug analysis,0.000223899,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Linezolid,-0.584645539,GVHD,Multiple drug analysis,0.018947371,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Linezolid,4.49018151,GVHD,Multiple drug analysis,0.000249706,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii,F. prausnitzii,Linezolid,-4.960783078,GVHD,Multiple drug analysis,0.020550864,Inhibition
Unassigned.__.__.__.__.__.__,Unassigned,Linezolid,0.122387,GVHD,Multiple drug analysis,1.86E-10,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.__,g__Bifidobacterium1,Antibiotic,-0.848176638,Chemo,Single drug analysis,0.009602381,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__,g__Prevotella,Antibiotic,0.071218503,Chemo,Single drug analysis,0.045556758,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__copri,P. copri,Antibiotic,-5.003694232,Chemo,Single drug analysis,0.007082831,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__,g__Blautia,Antibiotic,-1.967333924,Chemo,Single drug analysis,0.009156685,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__citroniae,C. citroniae,Antibiotic,0.775767404,Chemo,Single drug analysis,0.011216242,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Cephalosporins,0.138126379,Chemo,Single drug analysis,0.005096981,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter.s__,g__Odoribacter,Cephalosporins,-0.251025783,Chemo,Single drug analysis,0.02207237,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__,g__Bacteroides1,Cephalosporins,-2.097846628,Chemo,Single drug analysis,0.022002831,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Cephalosporins,-2.554781316,Chemo,Single drug analysis,0.012220338,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__onderdonkii,A. onderdonkii,Cephalosporins,-2.109679811,Chemo,Single drug analysis,0.038976093,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Cephalosporins,2.876198608,Chemo,Single drug analysis,0.027734236,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Cephalosporins,6.474733306,Chemo,Single drug analysis,0.01802806,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__,f__Mogibacteriaceae,Cephalosporins,-0.045208655,Chemo,Single drug analysis,0.012943176,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Cephalosporins,-0.304700149,Chemo,Single drug analysis,0.042628962,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Cephalosporins,-0.605114333,Chemo,Single drug analysis,0.022758439,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__,g__Blautia,Cephalosporins,-3.137549567,Chemo,Single drug analysis,0.000882962,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Cephalosporins,-0.117310213,Chemo,Single drug analysis,0.047886089,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__,g__Dorea,Cephalosporins,-1.125767554,Chemo,Single drug analysis,0.006358325,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__formicigenerans,D. formicigenerans,Cephalosporins,-0.148398539,Chemo,Single drug analysis,0.004987599,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__,g__Phascolarctobacterium,Cephalosporins,0.789549881,Chemo,Single drug analysis,0.015984455,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium.s__spiroforme,C. spiroforme,Cephalosporins,-0.164637686,Chemo,Single drug analysis,0.04918355,Inhibition
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__.__,f__Enterobacteriaceae,Cephalosporins,-7.468723298,Chemo,Single drug analysis,0.005184785,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Metronidazole,11.24959962,Chemo,Single drug analysis,2.89E-18,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Metronidazole,5.446343136,Chemo,Single drug analysis,8.49E-34,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Metronidazole,0.283034415,Chemo,Single drug analysis,1.98E-20,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Metronidazole,0.314361002,Chemo,Single drug analysis,8.07E-22,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Metronidazole,1.13396078,Chemo,Single drug analysis,1.16E-38,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Metronidazole,0.24088648,Chemo,Single drug analysis,0.047616344,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Metronidazole,3.586675454,Chemo,Single drug analysis,0.002789855,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Metronidazole,3.073611146,Chemo,Single drug analysis,0.00146292,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__ovatus,B. ovatus,Carbapenem,-4.282474422,Chemo,Single drug analysis,0.021324172,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Carbapenem,-1.88351735,Chemo,Single drug analysis,0.01623907,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__,f__Rikenellaceae,Carbapenem,-0.231051958,Chemo,Single drug analysis,0.002639561,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Carbapenem,11.33855346,Chemo,Single drug analysis,0.000830927,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Carbapenem,3.412234762,Chemo,Single drug analysis,0.013313227,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Carbapenem,9.361247425,Chemo,Single drug analysis,0.001121709,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Carbapenem,-1.040186305,Chemo,Single drug analysis,0.023087457,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__,f__Mogibacteriaceae,Carbapenem,-0.041838852,Chemo,Single drug analysis,0.029848156,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__,f__Lachnospiraceae2,Carbapenem,-1.261226815,Chemo,Single drug analysis,1.51E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Carbapenem,-0.387990359,Chemo,Single drug analysis,0.014319625,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__,f__Lachnospiraceae1,Carbapenem,-0.92412614,Chemo,Single drug analysis,0.006980862,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Carbapenem,-1.633922256,Chemo,Single drug analysis,0.000441899,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__formicigenerans,D. formicigenerans,Carbapenem,-0.209398322,Chemo,Single drug analysis,0.000155414,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Carbapenem,-0.093105264,Chemo,Single drug analysis,0.017815764,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__,g__Roseburia2,Carbapenem,-0.239568356,Chemo,Single drug analysis,0.029171722,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__faecis,R. faecis,Carbapenem,-1.329059416,Chemo,Single drug analysis,7.02E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Carbapenem,-0.511358783,Chemo,Single drug analysis,0.017764393,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar,V. dispar,Carbapenem,0.074595095,Chemo,Single drug analysis,0.02495872,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula,V. parvula,Carbapenem,0.019295395,Chemo,Single drug analysis,0.004391192,Promotion
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__parainfluenzae,H. parainfluenzae,Carbapenem,-0.032286273,Chemo,Single drug analysis,0.043029836,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Meropenem,6.165895956,Chemo,Single drug analysis,0.001322481,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Meropenem,3.035493207,Chemo,Single drug analysis,0.000893184,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Meropenem,22.98758713,Chemo,Single drug analysis,0.045000325,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Meropenem,0.156915257,Chemo,Single drug analysis,0.001051105,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Meropenem,0.173203644,Chemo,Single drug analysis,0.001132136,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Meropenem,0.632699572,Chemo,Single drug analysis,0.000875404,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Meropenem,2.178269963,Chemo,Single drug analysis,0.039815746,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__,f__Ruminococcaceae2,Meropenem,4.656165677,Chemo,Single drug analysis,0.007729848,Promotion
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__,g__Methanobrevibacter,Piperacillin.tazobactam,-0.913772277,Chemo,Single drug analysis,0.033942386,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Piperacillin.tazobactam,0.4632892,Chemo,Single drug analysis,0.028798994,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__longum,B. longum,Piperacillin.tazobactam,0.015813001,Chemo,Single drug analysis,0.016205537,Promotion
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella.s__lenta,E. lenta,Piperacillin.tazobactam,0.028197884,Chemo,Single drug analysis,0.019377128,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__caccae,B. caccae,Piperacillin.tazobactam,-3.04142335,Chemo,Single drug analysis,0.04143493,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__ovatus,B. ovatus,Piperacillin.tazobactam,-5.087693903,Chemo,Single drug analysis,0.014062153,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Piperacillin.tazobactam,15.24118082,Chemo,Single drug analysis,4.87E-05,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__,f__Clostridiaceae,Piperacillin.tazobactam,0.009054743,Chemo,Single drug analysis,0.027650492,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__,f__Lachnospiraceae2,Piperacillin.tazobactam,-0.999989063,Chemo,Single drug analysis,0.00336922,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Piperacillin.tazobactam,0.483462579,Chemo,Single drug analysis,0.046797217,Promotion
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Vancomycin,6.165895956,Chemo,Single drug analysis,0.001322481,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Vancomycin,3.035493207,Chemo,Single drug analysis,0.000893184,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Vancomycin,22.98758713,Chemo,Single drug analysis,0.045000325,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Vancomycin,0.156915257,Chemo,Single drug analysis,0.001051105,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Vancomycin,0.173203644,Chemo,Single drug analysis,0.001132136,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Vancomycin,0.632699572,Chemo,Single drug analysis,0.000875404,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Vancomycin,2.178269963,Chemo,Single drug analysis,0.039815746,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__,f__Ruminococcaceae2,Vancomycin,4.656165677,Chemo,Single drug analysis,0.007729848,Promotion
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Amphotericin.B,4.194983845,Chemo,Single drug analysis,0.006673786,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Amphotericin.B,1.83257275,Chemo,Single drug analysis,0.015442161,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Amphotericin.B,24.14454103,Chemo,Single drug analysis,0.004218907,Promotion
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__,o__Streptophyta,Amphotericin.B,0.247581219,Chemo,Single drug analysis,0.03496032,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Amphotericin.B,0.093044155,Chemo,Single drug analysis,0.0191127,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Amphotericin.B,0.102434185,Chemo,Single drug analysis,0.020162263,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Amphotericin.B,0.381472482,Chemo,Single drug analysis,0.015450972,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.__,g__Clostridium,Amphotericin.B,10.06086464,Chemo,Single drug analysis,0.04630993,Promotion
